-40.914430141134815,-62.80526394311288,15750.190818337871
-40.61768786587406,-63.132476811816076,13331.33659029261
-40.65144205592136,-63.01528556022667,13674.535959225623
-37.64978294995451,-63.16515573137357,12172.10716420007
-37.863827945053856,-61.32077995066035,11308.697170781674
-38.13889347091946,-60.7692319053208,11313.589601625934
-38.35448780133643,-62.199935824598505,10678.991470212224
-40.58192624473403,-63.2482837101156,12596.399030459388
-36.17803078574225,-58.21373309457239,8941.4739005141
-36.615017946334376,-59.40760912426421,11360.056186500475
-37.50323015639152,-62.869069818834404,11749.947187520616
-39.865652007147816,-62.976458869716566,12453.229045762271
-36.21357684125328,-59.044921465013914,11071.742443462772
-40.506100851717946,-62.88616060822363,10892.929906001438
-37.62183098661069,-60.48613042044752,11348.621238474463
-33.802315213193765,-60.19235673926573,11607.685546416433
-35.75445031340868,-62.55948274913328,9526.286891839663
-38.61403791096296,-59.384962057977404,10920.14352733531
-36.60791959892279,-60.00727698087787,12273.99015764522
-37.32235039666544,-57.43790725351668,7968.9455800111955
-36.477009185286484,-63.18253891070152,10928.357564379094
-35.41473916120903,-57.34879663132262,12687.817835189577
-37.04191939157262,-62.61005926620594,11278.164865290999
-34.259928474470314,-61.561094597212616,9185.280835058044
-33.79306579938457,-59.672286939285556,12943.538221833984
-34.55691757163593,-58.819151527517874,12385.021482597775
-36.60664304164826,-59.85354523865295,12100.66474992714
-36.779472792439606,-60.172883887224515,12115.503664555114
-36.08526273993601,-58.52226055360363,7469.311800597572
-37.13901686492749,-57.695998265160355,8686.638022852303
-39.849263883879075,-63.10529987243089,12386.197787055802
-34.72864446433884,-60.299013986801654,13679.536406281122
-39.12195161793969,-63.110172127167516,11047.61094211666
-37.206589676580464,-59.32861278843239,10630.638598357982
-37.22638598537357,-59.61225386081854,11013.087962525886
-33.823390439958445,-60.97023054411787,11187.675065648176
-36.38882656551526,-58.08747303975858,8774.996240478842
-34.416153647409885,-58.841462972509376,11302.521088797028
-35.10033443417877,-62.76305790548428,10974.958772016686
-38.4032089729334,-60.21703365762608,11090.96163517538
-38.624726025899264,-62.29343866972937,10249.87455358504
-34.5859936134561,-58.566736458124005,7377.569535212892
-36.60809560873342,-62.768112094777365,11028.303030221155
-35.020671286140654,-61.34055290124313,9943.492784603968
-34.04305942186954,-61.16016133472883,9596.257793022798
-36.01560286183116,-57.34122518476181,5970.044329747542
-37.868578489303026,-57.56758631033277,10708.8765398482
-36.76677646983708,-58.872655689832236,10004.58441033319
-36.0219875100302,-57.42806918536836,8281.595028888063
-36.02641657662648,-57.63725819384287,8951.899455816003
-37.99619937208247,-62.78984933650251,13677.918409775326
-36.908338367797384,-59.16155985955378,10536.873552343503
-37.914718728392224,-57.67761209540352,11810.881864958821
-37.351918678982656,-63.025016281758596,11872.974916736463
-34.506013993097596,-61.73050507564012,8578.973557984355
-39.69758299690945,-63.1076875746825,11421.361914647005
-35.72335985985636,-60.06541793302242,14899.32502538645
-37.73964518128203,-57.453068847298354,5757.399585322293
-37.05854035099564,-59.31607229100358,10705.724916824733
-38.51072772129629,-59.80088247984742,10940.763651687479
-39.53777858206222,-63.23066663549355,11301.397030779104
-34.014700028949406,-60.97359656646928,10024.800597487581
-35.24252401244712,-62.78004132980949,10250.305730563865
-33.93272149021894,-61.05905975165322,9260.914653711121
-35.90447734610164,-60.26324874674099,14668.171963010624
-38.65404960704922,-59.66462606957273,10919.438004072419
-35.46193301780065,-62.15460803087238,12731.810783813287
-35.81985788790241,-58.90644405002121,10087.614949790443
-40.499991466992014,-62.21692875325381,8603.836904874195
-34.06455865781308,-59.85280361478358,14625.208986785863
-40.68126091992873,-62.89482054350443,11164.616213633277
-35.83945403621806,-58.26426302431997,10757.526749363067
-34.40070869472835,-60.447321466198524,16088.598477943313
-37.89893309285949,-61.85497947299616,11200.608379280111
-37.36848748441331,-59.48012349476111,10760.931675827786
-34.04896367299939,-58.47739997906736,11319.458567704743
-36.75678877033639,-58.47868856929888,9237.007080839774
-36.55687200097839,-57.53521406456694,9998.951036069817
-33.884248304496154,-60.0829002638849,12418.083371199144
-38.996471362205824,-62.99129859423495,10809.062289420393
-37.963974385636746,-57.797509192333905,7459.968339118767
-35.00489853065635,-57.90076697460955,9989.217938534986
-36.84519296978254,-58.091634201362254,8944.276660225625
-39.68379118647135,-63.23053366931163,11508.408008184024
-37.23131815839676,-57.56486018712722,8269.450476505193
-33.77142011284701,-60.8204474104688,9288.44028731186
-37.300218728435816,-57.26901108151216,8306.673549093997
-40.36494500630292,-62.22407565525602,9073.604149511104
-37.08827634533846,-59.89183175519591,11448.271820247855
-36.29678382730226,-60.81388320726365,14314.444269874955
-38.064686408200615,-58.43252398803156,8982.782975444436
-36.26943565949334,-57.97014863924957,8826.43412963808
-37.327616292064306,-60.77535657022647,11492.795347571402
-33.9555817064561,-61.23960164697761,9329.652765984518
-38.49250861179229,-62.30728150022363,10334.124996778117
-34.90632539723187,-58.81087465463517,11084.050720643976
-37.31437468017788,-58.924490718137235,9925.575666039325
-37.3030413610167,-57.99125774273847,8517.094757237166
-36.0420907929997,-62.922682193537526,10683.478290461911
-34.205400050325544,-60.176098307059945,14724.616255893976
-38.88545472540038,-62.270039295409795,11204.304262195707
-38.33014064453115,-61.045227609959916,12746.04780908134
-35.350068437590195,-63.04978298100673,11215.362602297157
-38.38981163596885,-62.88191588717848,7735.9911557144105
-35.26698998649053,-58.927449037488145,11828.537601657254
-37.08251547680845,-61.364857210194245,11002.910316936019
-33.74926435260656,-61.03813742520222,7278.357255830388
-38.6694918237684,-61.053678128792335,13280.156992563467
-36.30461859895437,-62.50714744344246,11031.211190341473
-40.30581919737374,-63.12104614572017,11996.761260247506
-36.97885322218852,-58.23245256772391,8982.712698430681
